Position,M_D_YYYY,TIME[HH:mm:ss],CO2[ppm],Temp[C],RH[%]
133,1/7/2020,22:16:55,2170,20.1,53.2
134,1/7/2020,22:17:00,2170,20.1,53.2
135,1/7/2020,22:17:05,2170,20.1,53.2
136,1/7/2020,22:17:10,2170,20.1,53.2
137,1/7/2020,22:17:15,2170,20.1,53.2
138,1/7/2020,22:17:20,2170,20.1,53.2
139,1/7/2020,22:17:25,2170,20.1,53.1
140,1/7/2020,22:17:30,2170,20.1,53.1
141,1/7/2020,22:17:35,2170,20.1,53.1
142,1/7/2020,22:17:40,2170,20.1,53.1
143,1/7/2020,22:17:45,2170,20.1,53.1
144,1/7/2020,22:17:50,2170,20.1,53.1
